,R,G,B
125305,66,66,66
125306,56,56,56
125307,58,58,58
125308,68,68,68
125309,69,69,69
125310,51,51,51
125311,29,29,29
125312,26,26,26
125313,28,28,28
125314,30,30,30
125315,29,29,29
125316,27,27,27
125317,28,28,28
125318,31,31,31
125319,35,35,35
125320,36,36,36
125321,37,37,37
125322,34,34,34
125323,30,30,30
125324,32,32,32
125325,38,38,38
125326,37,37,37
125327,32,32,32
125328,37,37,37
125329,35,35,35
125330,38,38,38
125331,43,43,43
125332,46,46,46
125333,51,51,51
125334,62,62,62
125335,74,74,74
125336,70,70,70
125337,73,73,73
125338,76,76,76
125339,77,77,77
125340,75,75,75
125341,69,69,69
125342,62,62,62
125343,58,58,58
125344,47,47,47
125345,52,52,52
125346,60,60,60
125347,69,69,69
125348,77,77,77
125349,81,81,81
125350,84,84,84
125351,84,84,84
125352,93,93,93
125353,80,80,80
125354,61,61,61
125355,44,44,44
125356,35,35,35
125357,33,33,33
125358,36,36,36
125359,38,38,38
125360,37,37,37
125361,36,36,36
125362,35,35,35
125363,34,34,34
125364,34,34,34
125365,35,35,35
125366,36,36,36
125367,37,37,37
125368,33,33,33
125369,34,34,34
125370,36,36,36
125371,37,37,37
125372,37,37,37
125373,36,36,36
125374,34,34,34
125375,33,33,33
125376,33,33,33
125377,36,36,36
125378,39,39,39
125379,41,41,41
125380,42,42,42
125381,44,44,44
125382,49,49,49
125383,53,53,53
125384,61,61,61
125385,64,64,64
125386,63,63,63
125387,52,52,52
125388,36,36,36
125389,25,25,25
125390,24,24,24
125391,27,27,27
125392,26,26,26
125393,25,25,25
125394,29,29,29
125395,35,35,35
125396,36,36,36
125397,31,31,31
125398,28,28,28
125399,29,29,29
125400,33,33,33
125401,31,31,31
125402,35,35,35
125403,41,41,41
125404,43,43,43
125405,40,40,40
125406,39,39,39
125407,42,42,42
125408,49,49,49
125409,45,45,45
125410,47,47,47
125411,55,55,55
125412,61,61,61
125413,65,65,65
125414,72,72,72
125415,81,81,81
125416,69,69,69
125417,56,56,56
125418,40,40,40
125419,29,29,29
125420,27,27,27
125421,30,30,30
125422,32,32,32
125423,33,33,33
125424,37,37,37
125425,30,30,30
125426,26,26,26
125427,30,30,30
125428,34,34,34
125429,33,33,33
125430,31,31,31
125431,31,31,31
125432,29,29,29
125433,32,32,32
125434,37,37,37
125435,41,41,41
125436,44,44,44
125437,47,47,47
125438,50,50,50
125439,53,53,53
125440,61,61,61
125441,47,47,47
125442,29,29,29
125443,20,20,20
125444,23,23,23
125445,29,29,29
125446,33,33,33
125447,34,34,34
125448,34,34,34
125449,32,32,32
125450,30,30,30
125451,28,28,28
125452,28,28,28
125453,31,31,31
125454,35,35,35
125455,37,37,37
125456,33,33,33
125457,31,31,31
125458,29,29,29
125459,29,29,29
125460,32,32,32
125461,33,33,33
125462,31,31,31
125463,29,29,29
125464,33,33,33
125465,30,30,30
125466,28,28,28
125467,30,30,30
125468,32,32,32
125469,34,34,34
125470,34,34,34
125471,32,32,32
125472,34,34,34
125473,31,31,31
125474,31,31,31
125475,33,33,33
125476,33,33,33
125477,32,32,32
125478,39,39,39
125479,48,48,48
125480,48,48,48
125481,53,53,53
125482,56,56,56
125483,58,58,58
125484,61,61,61
125485,62,62,62
125486,56,56,56
125487,47,47,47
125488,37,37,37
125489,35,35,35
125490,32,32,32
125491,28,28,28
125492,26,26,26
125493,25,25,25
125494,24,24,24
125495,24,24,24
125496,20,20,20
125497,21,21,21
125498,20,20,20
125499,18,18,18
125500,17,17,17
125501,19,19,19
125502,25,25,25
125503,29,29,29
125504,29,29,29
125505,29,29,29
125506,28,28,28
125507,27,27,27
125508,27,27,27
125509,27,27,27
125510,28,28,28
125511,28,28,28
125512,26,26,26
125513,28,28,28
125514,30,30,30
125515,30,30,30
125516,30,30,30
125517,30,30,30
125518,31,31,31
125519,32,32,32
125520,33,33,33
125521,34,34,34
125522,36,36,36
125523,36,36,36
125524,35,35,35
125525,31,31,31
125526,27,27,27
125527,25,25,25
125528,36,36,36
125529,33,33,33
125530,34,34,34
125531,38,38,38
125532,38,38,38
125533,33,33,33
125534,31,31,31
125535,33,33,33
125536,32,32,32
125537,34,34,34
125538,36,36,36
125539,34,34,34
125540,32,32,32
125541,31,31,31
125542,32,32,32
125543,34,34,34
125544,32,32,32
125545,37,37,37
125546,34,34,34
125547,42,42,42
125548,45,45,45
125549,41,41,41
125550,43,43,43
125551,35,35,35
125552,36,36,36
125553,33,33,33
125554,30,30,30
125555,28,28,28
125556,28,28,28
125557,28,28,28
125558,28,28,28
125559,27,27,27
125560,29,29,29
125561,26,26,26
125562,28,28,28
125563,28,28,28
125564,26,26,26
125565,27,27,27
125566,29,29,29
125567,26,26,26
125568,30,30,30
125569,31,31,31
125570,30,30,30
125571,26,26,26
125572,22,22,22
125573,20,20,20
125574,22,22,22
125575,24,24,24
125576,24,24,24
125577,26,26,26
125578,29,29,29
125579,31,31,31
125580,31,31,31
125581,30,30,30
125582,30,30,30
125583,30,30,30
125584,32,32,32
125585,29,29,29
125586,29,29,29
125587,32,32,32
125588,32,32,32
125589,29,29,29
125590,29,29,29
125591,33,33,33
125592,33,33,33
125593,32,32,32
125594,32,32,32
125595,31,31,31
125596,30,30,30
125597,29,29,29
125598,29,29,29
125599,28,28,28
125600,29,29,29
125601,28,28,28
125602,26,26,26
125603,24,24,24
125604,24,24,24
125605,25,25,25
125606,26,26,26
125607,27,27,27
125608,27,27,27
125609,27,27,27
125610,58,58,58
125611,59,59,59
125612,59,59,59
125613,60,60,60
125614,61,61,61
125615,62,62,62
125616,63,63,63
125617,63,63,63
125618,71,71,71
125619,73,73,73
125620,77,77,77
125621,81,81,81
125622,83,83,83
125623,83,83,83
125624,82,82,82
125625,80,80,80
125626,76,76,76
125627,76,76,76
125628,75,75,75
125629,73,73,73
125630,72,72,72
125631,71,71,71
125632,70,70,70
125633,69,69,69
125634,68,68,68
125635,68,68,68
125636,68,68,68
125637,67,67,67
125638,65,65,65
125639,64,64,64
125640,64,64,64
125641,64,64,64
125642,63,63,63
125643,63,63,63
125644,63,63,63
125645,62,62,62
125646,61,61,61
125647,60,60,60
125648,58,58,58
125649,57,57,57
125650,49,49,49
125651,53,53,53
125652,58,58,58
125653,61,61,61
125654,61,61,61
125655,56,56,56
125656,50,50,50
125657,46,46,46
125658,58,58,58
125659,56,56,56
125660,54,54,54
125661,54,54,54
125662,56,56,56
125663,54,54,54
125664,48,48,48
125665,43,43,43
125666,56,56,56
125667,59,59,59
125668,62,62,62
125669,61,61,61
125670,54,54,54
125671,46,46,46
125672,39,39,39
125673,35,35,35
125674,45,45,45
125675,51,51,51
125676,59,59,59
125677,64,64,64
125678,65,65,65
125679,61,61,61
125680,54,54,54
125681,49,49,49
125682,41,41,41
125683,41,41,41
125684,41,41,41
125685,41,41,41
125686,41,41,41
125687,40,40,40
125688,40,40,40
125689,39,39,39
125690,36,36,36
125691,44,44,44
125692,55,55,55
125693,64,64,64
125694,66,66,66
125695,60,60,60
125696,51,51,51
125697,44,44,44
125698,44,44,44
125699,40,40,40
125700,36,36,36
125701,33,33,33
125702,35,35,35
125703,42,42,42
125704,50,50,50
125705,56,56,56
125706,68,68,68
125707,65,65,65
125708,60,60,60
125709,52,52,52
125710,44,44,44
125711,39,39,39
125712,38,38,38
125713,39,39,39
125714,39,39,39
125715,46,46,46
125716,56,56,56
125717,60,60,60
125718,59,59,59
125719,52,52,52
125720,45,45,45
125721,41,41,41
125722,44,44,44
125723,41,41,41
125724,36,36,36
125725,35,35,35
125726,39,39,39
125727,48,48,48
125728,59,59,59
125729,66,66,66
125730,75,75,75
125731,69,69,69
125732,58,58,58
125733,46,46,46
125734,37,37,37
125735,34,34,34
125736,36,36,36
125737,39,39,39
125738,44,44,44
125739,41,41,41
125740,38,38,38
125741,36,36,36
125742,37,37,37
125743,42,42,42
125744,48,48,48
125745,52,52,52
125746,70,70,70
125747,75,75,75
125748,81,81,81
125749,84,84,84
125750,79,79,79
125751,68,68,68
125752,55,55,55
125753,46,46,46
125754,43,43,43
125755,39,39,39
125756,37,37,37
125757,40,40,40
125758,44,44,44
125759,46,46,46
125760,44,44,44
125761,40,40,40
125762,40,40,40
125763,41,41,41
125764,41,41,41
125765,39,39,39
125766,36,36,36
125767,34,34,34
125768,34,34,34
125769,35,35,35
125770,49,49,49
125771,59,59,59
125772,72,72,72
125773,78,78,78
125774,73,73,73
125775,61,61,61
125776,48,48,48
125777,40,40,40
125778,37,37,37
125779,32,32,32
125780,28,28,28
125781,31,31,31
125782,39,39,39
125783,43,43,43
125784,36,36,36
125785,26,26,26
125786,31,31,31
125787,33,33,33
125788,36,36,36
125789,39,39,39
125790,39,39,39
125791,36,36,36
125792,32,32,32
125793,29,29,29
125794,30,30,30
125795,32,32,32
125796,34,34,34
125797,34,34,34
125798,32,32,32
125799,30,30,30
125800,33,33,33
125801,36,36,36
125802,35,35,35
125803,35,35,35
125804,42,42,42
125805,58,58,58
125806,71,71,71
125807,71,71,71
125808,59,59,59
125809,48,48,48
125810,47,47,47
125811,44,44,44
125812,39,39,39
125813,35,35,35
125814,33,33,33
125815,34,34,34
125816,36,36,36
125817,38,38,38
125818,43,43,43
125819,54,54,54
125820,69,69,69
125821,83,83,83
125822,87,87,87
125823,83,83,83
125824,73,73,73
125825,66,66,66
125826,37,37,37
125827,36,36,36
125828,36,36,36
125829,37,37,37
125830,38,38,38
125831,38,38,38
125832,37,37,37
125833,35,35,35
125834,41,41,41
125835,40,40,40
125836,38,38,38
125837,37,37,37
125838,36,36,36
125839,36,36,36
125840,37,37,37
125841,38,38,38
125842,37,37,37
125843,36,36,36
125844,35,35,35
125845,34,34,34
125846,35,35,35
125847,36,36,36
125848,38,38,38
125849,39,39,39
125850,45,45,45
125851,43,43,43
125852,40,40,40
125853,40,40,40
125854,43,43,43
125855,49,49,49
125856,54,54,54
125857,57,57,57
125858,63,63,63
125859,54,54,54
125860,43,43,43
125861,34,34,34
125862,32,32,32
125863,33,33,33
125864,35,35,35
125865,36,36,36
125866,35,35,35
125867,33,33,33
125868,35,35,35
125869,39,39,39
125870,38,38,38
125871,33,33,33
125872,31,31,31
125873,32,32,32
125874,29,29,29
125875,33,33,33
125876,37,37,37
125877,39,39,39
125878,37,37,37
125879,36,36,36
125880,41,41,41
125881,48,48,48
125882,48,48,48
125883,56,56,56
125884,65,65,65
125885,72,72,72
125886,74,74,74
125887,71,71,71
125888,65,65,65
125889,59,59,59
125890,35,35,35
125891,31,31,31
125892,28,28,28
125893,29,29,29
125894,34,34,34
125895,38,38,38
125896,39,39,39
125897,38,38,38
125898,34,34,34
125899,31,31,31
125900,30,30,30
125901,33,33,33
125902,34,34,34
125903,32,32,32
125904,31,31,31
125905,33,33,33
125906,46,46,46
125907,42,42,42
125908,39,39,39
125909,43,43,43
125910,50,50,50
125911,53,53,53
125912,50,50,50
125913,45,45,45
125914,28,28,28
125915,26,26,26
125916,24,24,24
125917,27,27,27
125918,31,31,31
125919,30,30,30
125920,24,24,24
125921,18,18,18
125922,27,27,27
125923,28,28,28
125924,30,30,30
125925,32,32,32
125926,33,33,33
125927,33,33,33
125928,33,33,33
125929,33,33,33
125930,36,36,36
125931,32,32,32
125932,27,27,27
125933,25,25,25
125934,27,27,27
125935,30,30,30
125936,31,31,31
125937,31,31,31
125938,41,41,41
125939,41,41,41
125940,40,40,40
125941,40,40,40
125942,38,38,38
125943,35,35,35
125944,30,30,30
125945,27,27,27
125946,27,27,27
125947,28,28,28
125948,32,32,32
125949,36,36,36
125950,38,38,38
125951,41,41,41
125952,48,48,48
125953,54,54,54
125954,56,56,56
125955,59,59,59
125956,59,59,59
125957,53,53,53
125958,48,48,48
125959,43,43,43
125960,38,38,38
125961,32,32,32
125962,32,32,32
125963,31,31,31
125964,30,30,30
125965,29,29,29
125966,28,28,28
125967,27,27,27
125968,27,27,27
125969,28,28,28
125970,22,22,22
125971,24,24,24
125972,27,27,27
125973,28,28,28
125974,28,28,28
125975,29,29,29
125976,30,30,30
125977,30,30,30
125978,27,27,27
125979,27,27,27
125980,27,27,27
125981,27,27,27
125982,27,27,27
125983,27,27,27
125984,28,28,28
125985,28,28,28
125986,25,25,25
125987,28,28,28
125988,31,31,31
125989,34,34,34
125990,36,36,36
125991,38,38,38
125992,41,41,41
125993,43,43,43
125994,45,45,45
125995,41,41,41
125996,35,35,35
125997,31,31,31
125998,30,30,30
125999,33,33,33
126000,38,38,38
126001,42,42,42
126002,39,39,39
126003,36,36,36
126004,33,33,33
126005,32,32,32
126006,30,30,30
126007,28,28,28
126008,29,29,29
126009,31,31,31
126010,27,27,27
126011,29,29,29
126012,31,31,31
126013,31,31,31
126014,30,30,30
126015,31,31,31
126016,34,34,34
126017,37,37,37
126018,33,33,33
126019,42,42,42
126020,45,45,45
126021,55,55,55
126022,56,56,56
126023,49,49,49
126024,48,48,48
126025,40,40,40
126026,43,43,43
126027,41,41,41
126028,40,40,40
126029,40,40,40
126030,41,41,41
126031,43,43,43
126032,43,43,43
126033,42,42,42
126034,43,43,43
126035,38,38,38
126036,36,36,36
126037,35,35,35
126038,31,31,31
126039,34,34,34
126040,38,38,38
126041,37,37,37
126042,34,34,34
126043,31,31,31
126044,26,26,26
126045,23,23,23
126046,24,24,24
126047,27,27,27
126048,30,30,30
126049,33,33,33
126050,27,27,27
126051,28,28,28
126052,29,29,29
126053,29,29,29
126054,30,30,30
126055,29,29,29
126056,29,29,29
126057,29,29,29
126058,33,33,33
126059,31,31,31
126060,32,32,32
126061,34,34,34
126062,34,34,34
126063,30,30,30
126064,29,29,29
126065,30,30,30
126066,30,30,30
126067,28,28,28
126068,26,26,26
126069,25,25,25
126070,25,25,25
126071,26,26,26
126072,27,27,27
126073,28,28,28
126074,26,26,26
126075,24,24,24
126076,22,22,22
126077,21,21,21
126078,21,21,21
126079,23,23,23
126080,26,26,26
126081,28,28,28
126082,26,26,26
126083,26,26,26
126084,55,55,55
126085,56,56,56
126086,58,58,58
126087,61,61,61
126088,64,64,64
126089,67,67,67
126090,69,69,69
126091,70,70,70
126092,78,78,78
126093,79,79,79
126094,81,81,81
126095,81,81,81
126096,81,81,81
126097,78,78,78
126098,76,76,76
126099,74,74,74
126100,71,71,71
126101,71,71,71
126102,70,70,70
126103,69,69,69
126104,68,68,68
126105,67,67,67
126106,66,66,66
126107,66,66,66
126108,63,63,63
126109,62,62,62
126110,61,61,61
126111,61,61,61
126112,61,61,61
126113,62,62,62
126114,61,61,61
126115,60,60,60
126116,57,57,57
126117,57,57,57
126118,58,58,58
126119,58,58,58
126120,58,58,58
126121,58,58,58
126122,58,58,58
126123,58,58,58
126124,70,70,70
126125,65,65,65
126126,57,57,57
126127,50,50,50
126128,46,46,46
126129,47,47,47
126130,50,50,50
126131,53,53,53
126132,54,54,54
126133,48,48,48
126134,41,41,41
126135,40,40,40
126136,45,45,45
126137,54,54,54
126138,61,61,61
126139,64,64,64
126140,46,46,46
126141,46,46,46
126142,44,44,44
126143,41,41,41
126144,41,41,41
126145,47,47,47
126146,58,58,58
126147,67,67,67
126148,71,71,71
126149,68,68,68
126150,62,62,62
126151,55,55,55
126152,48,48,48
126153,42,42,42
126154,37,37,37
126155,35,35,35
126156,43,43,43
126157,40,40,40
126158,36,36,36
126159,34,34,34
126160,37,37,37
126161,43,43,43
126162,51,51,51
126163,57,57,57
126164,70,70,70
126165,64,64,64
126166,54,54,54
126167,44,44,44
126168,38,38,38
126169,35,35,35
126170,35,35,35
126171,36,36,36
126172,33,33,33
126173,36,36,36
126174,41,41,41
126175,48,48,48
126176,56,56,56
126177,60,60,60
126178,60,60,60
126179,59,59,59
126180,58,58,58
126181,52,52,52
126182,42,42,42
126183,35,35,35
126184,34,34,34
126185,37,37,37
126186,43,43,43
126187,47,47,47
126188,62,62,62
126189,62,62,62
126190,59,59,59
126191,50,50,50
126192,38,38,38
126193,31,31,31
126194,30,30,30
126195,32,32,32
126196,26,26,26
126197,36,36,36
126198,51,51,51
126199,66,66,66
126200,76,76,76
126201,78,78,78
126202,76,76,76
126203,74,74,74
126204,43,43,43
126205,42,42,42
126206,40,40,40
126207,40,40,40
126208,40,40,40
126209,39,39,39
126210,36,36,36
126211,33,33,33
126212,34,34,34
126213,37,37,37
126214,42,42,42
126215,49,49,49
126216,57,57,57
126217,66,66,66
126218,74,74,74
126219,78,78,78
126220,68,68,68
126221,60,60,60
126222,48,48,48
126223,37,37,37
126224,33,33,33
126225,35,35,35
126226,40,40,40
126227,45,45,45
126228,43,43,43
126229,38,38,38
126230,33,33,33
126231,34,34,34
126232,37,37,37
126233,40,40,40
126234,39,39,39
126235,36,36,36
126236,39,39,39
126237,39,39,39
126238,40,40,40
126239,41,41,41
126240,43,43,43
126241,48,48,48
126242,55,55,55
126243,60,60,60
126244,78,78,78
126245,70,70,70
126246,58,58,58
126247,45,45,45
126248,36,36,36
126249,32,32,32
126250,34,34,34
126251,36,36,36
126252,34,34,34
126253,31,31,31
126254,30,30,30
126255,31,31,31
126256,33,33,33
126257,33,33,33
126258,35,35,35
126259,37,37,37
126260,34,34,34
126261,32,32,32
126262,32,32,32
126263,35,35,35
126264,40,40,40
126265,42,42,42
126266,40,40,40
126267,37,37,37
126268,32,32,32
126269,30,30,30
126270,32,32,32
126271,37,37,37
126272,34,34,34
126273,28,28,28
126274,29,29,29
126275,36,36,36
126276,45,45,45
126277,63,63,63
126278,77,77,77
126279,70,70,70
126280,50,50,50
126281,38,38,38
126282,39,39,39
126283,45,45,45
126284,36,36,36
126285,34,34,34
126286,32,32,32
126287,31,31,31
126288,33,33,33
126289,37,37,37
126290,42,42,42
126291,45,45,45
126292,58,58,58
126293,55,55,55
126294,50,50,50
126295,44,44,44
126296,38,38,38
126297,32,32,32
126298,28,28,28
126299,26,26,26
126300,32,32,32
126301,33,33,33
126302,35,35,35
126303,38,38,38
126304,40,40,40
126305,40,40,40
126306,38,38,38
126307,36,36,36
126308,38,38,38
126309,37,37,37
126310,35,35,35
126311,34,34,34
126312,34,34,34
126313,34,34,34
126314,35,35,35
126315,36,36,36
126316,29,29,29
126317,30,30,30
126318,33,33,33
126319,37,37,37
126320,41,41,41
126321,45,45,45
126322,48,48,48
126323,49,49,49
126324,45,45,45
126325,46,46,46
126326,50,50,50
126327,58,58,58
126328,64,64,64
126329,67,67,67
126330,64,64,64
126331,60,60,60
126332,46,46,46
126333,38,38,38
126334,30,30,30
126335,30,30,30
126336,37,37,37
126337,41,41,41
126338,40,40,40
126339,36,36,36
126340,35,35,35
126341,34,34,34
126342,34,34,34
126343,35,35,35
126344,35,35,35
126345,32,32,32
126346,31,31,31
126347,33,33,33
126348,33,33,33
126349,40,40,40
126350,45,45,45
126351,46,46,46
126352,45,45,45
126353,48,48,48
126354,53,53,53
126355,57,57,57
126356,71,71,71
126357,76,76,76
126358,76,76,76
126359,67,67,67
126360,60,60,60
126361,54,54,54
126362,44,44,44
126363,33,33,33
126364,27,27,27
126365,27,27,27
126366,28,28,28
126367,32,32,32
126368,35,35,35
126369,35,35,35
126370,31,31,31
126371,27,27,27
126372,32,32,32
126373,31,31,31
126374,33,33,33
126375,34,34,34
126376,32,32,32
126377,30,30,30
126378,31,31,31
126379,34,34,34
126380,43,43,43
126381,44,44,44
126382,49,49,49
126383,57,57,57
126384,63,63,63
126385,58,58,58
126386,45,45,45
126387,33,33,33
126388,30,30,30
126389,31,31,31
126390,34,34,34
126391,37,37,37
126392,37,37,37
126393,33,33,33
126394,25,25,25
126395,19,19,19
126396,26,26,26
126397,27,27,27
126398,29,29,29
126399,30,30,30
126400,30,30,30
126401,28,28,28
126402,26,26,26
126403,24,24,24
126404,25,25,25
126405,25,25,25
126406,28,28,28
126407,32,32,32
126408,36,36,36
126409,38,38,38
126410,38,38,38
126411,37,37,37
126412,32,32,32
126413,33,33,33
126414,33,33,33
126415,33,33,33
126416,33,33,33
126417,34,34,34
126418,35,35,35
126419,36,36,36
126420,39,39,39
126421,44,44,44
126422,48,48,48
126423,50,50,50
126424,52,52,52
126425,55,55,55
126426,57,57,57
126427,57,57,57
126428,42,42,42
126429,45,45,45
126430,43,43,43
126431,36,36,36
126432,28,28,28
126433,25,25,25
126434,24,24,24
126435,24,24,24
126436,26,26,26
126437,27,27,27
126438,28,28,28
126439,29,29,29
126440,30,30,30
126441,31,31,31
126442,31,31,31
126443,30,30,30
126444,27,27,27
126445,27,27,27
126446,29,29,29
126447,30,30,30
126448,31,31,31
126449,29,29,29
126450,26,26,26
126451,23,23,23
126452,18,18,18
126453,20,20,20
126454,23,23,23
126455,26,26,26
126456,28,28,28
126457,27,27,27
126458,26,26,26
126459,25,25,25
126460,26,26,26
126461,27,27,27
126462,27,27,27
126463,25,25,25
126464,23,23,23
126465,22,22,22
126466,22,22,22
126467,23,23,23
126468,22,22,22
126469,23,23,23
126470,23,23,23
126471,24,24,24
126472,26,26,26
126473,27,27,27
126474,27,27,27
126475,28,28,28
126476,24,24,24
126477,28,28,28
126478,31,31,31
126479,32,32,32
126480,34,34,34
126481,36,36,36
126482,35,35,35
126483,33,33,33
126484,36,36,36
126485,36,36,36
126486,36,36,36
126487,35,35,35
126488,35,35,35
126489,36,36,36
126490,39,39,39
126491,42,42,42
126492,44,44,44
126493,51,51,51
126494,54,54,54
126495,60,60,60
126496,62,62,62
126497,59,59,59
126498,61,61,61
126499,57,57,57
126500,61,61,61
126501,56,56,56
126502,50,50,50
126503,46,46,46
126504,46,46,46
126505,47,47,47
126506,48,48,48
126507,48,48,48
126508,48,48,48
126509,44,44,44
126510,45,45,45
126511,45,45,45
126512,43,43,43
126513,47,47,47
126514,52,52,52
126515,52,52,52
126516,51,51,51
126517,45,45,45
126518,37,37,37
126519,33,33,33
126520,33,33,33
126521,35,35,35
126522,35,35,35
126523,33,33,33
126524,30,30,30
126525,29,29,29
126526,28,28,28
126527,28,28,28
126528,30,30,30
126529,32,32,32
126530,32,32,32
126531,32,32,32
126532,34,34,34
126533,31,31,31
126534,30,30,30
126535,29,29,29
126536,27,27,27
126537,23,23,23
126538,22,22,22
126539,23,23,23
126540,30,30,30
126541,28,28,28
126542,27,27,27
126543,26,26,26
126544,28,28,28
126545,32,32,32
126546,36,36,36
126547,39,39,39
126548,28,28,28
126549,28,28,28
126550,28,28,28
126551,28,28,28
126552,27,27,27
126553,26,26,26
126554,24,24,24
126555,23,23,23
126556,20,20,20
126557,20,20,20
126558,60,60,60
126559,62,62,62
126560,65,65,65
126561,69,69,69
126562,73,73,73
126563,77,77,77
126564,80,80,80
126565,81,81,81
126566,77,77,77
126567,78,78,78
126568,78,78,78
126569,77,77,77
126570,75,75,75
126571,73,73,73
126572,70,70,70
126573,68,68,68
126574,66,66,66
126575,66,66,66
126576,65,65,65
126577,65,65,65
126578,64,64,64
126579,63,63,63
126580,63,63,63
126581,62,62,62
126582,59,59,59
126583,57,57,57
126584,55,55,55
126585,56,56,56
126586,59,59,59
126587,60,60,60
126588,59,59,59
126589,56,56,56
126590,58,58,58
126591,56,56,56
126592,53,53,53
126593,51,51,51
126594,51,51,51
126595,52,52,52
126596,55,55,55
126597,57,57,57
126598,40,40,40
126599,44,44,44
126600,50,50,50
126601,55,55,55
126602,57,57,57
126603,56,56,56
126604,53,53,53
126605,51,51,51
126606,44,44,44
126607,46,46,46
126608,50,50,50
126609,55,55,55
126610,57,57,57
126611,53,53,53
126612,46,46,46
126613,41,41,41
126614,37,37,37
126615,39,39,39
126616,44,44,44
126617,50,50,50
126618,56,56,56
126619,60,60,60
126620,63,63,63
126621,65,65,65
126622,51,51,51
126623,47,47,47
126624,42,42,42
126625,38,38,38
126626,37,37,37
126627,38,38,38
126628,42,42,42
126629,45,45,45
126630,37,37,37
126631,41,41,41
126632,47,47,47
126633,54,54,54
126634,59,59,59
126635,63,63,63
126636,65,65,65
126637,65,65,65
126638,41,41,41
126639,40,40,40
126640,38,38,38
126641,37,37,37
126642,38,38,38
126643,39,39,39
126644,41,41,41
126645,42,42,42
126646,50,50,50
126647,52,52,52
126648,58,58,58
126649,67,67,67
126650,71,71,71
126651,64,64,64
126652,48,48,48
126653,35,35,35
126654,37,37,37
126655,32,32,32
126656,29,29,29
126657,33,33,33
126658,44,44,44
126659,55,55,55
126660,60,60,60
126661,62,62,62
126662,56,56,56
126663,48,48,48
126664,37,37,37
126665,31,31,31
126666,32,32,32
126667,37,37,37
126668,43,43,43
126669,47,47,47
126670,71,71,71
126671,71,71,71
126672,71,71,71
126673,66,66,66
126674,58,58,58
126675,47,47,47
126676,36,36,36
126677,29,29,29
126678,42,42,42
126679,39,39,39
126680,35,35,35
126681,34,34,34
126682,34,34,34
126683,36,36,36
126684,37,37,37
126685,37,37,37
126686,47,47,47
126687,55,55,55
126688,68,68,68
126689,76,76,76
126690,75,75,75
126691,64,64,64
126692,51,51,51
126693,41,41,41
126694,40,40,40
126695,40,40,40
126696,41,41,41
126697,42,42,42
126698,43,43,43
126699,43,43,43
126700,42,42,42
126701,42,42,42
126702,32,32,32
126703,34,34,34
126704,37,37,37
126705,38,38,38
126706,38,38,38
126707,37,37,37
126708,38,38,38
126709,39,39,39
126710,34,34,34
126711,38,38,38
126712,45,45,45
126713,51,51,51
126714,56,56,56
126715,62,62,62
126716,68,68,68
126717,71,71,71
126718,39,39,39
126719,36,36,36
126720,33,33,33
126721,31,31,31
126722,31,31,31
126723,32,32,32
126724,33,33,33
126725,33,33,33
126726,37,37,37
126727,35,35,35
126728,35,35,35
126729,36,36,36
126730,32,32,32
126731,28,28,28
126732,31,31,31
126733,38,38,38
126734,42,42,42
126735,40,40,40
126736,36,36,36
126737,35,35,35
126738,36,36,36
126739,37,37,37
126740,36,36,36
126741,35,35,35
126742,39,39,39
126743,31,31,31
126744,25,25,25
126745,28,28,28
126746,36,36,36
126747,43,43,43
126748,51,51,51
126749,58,58,58
126750,76,76,76
126751,70,70,70
126752,56,56,56
126753,40,40,40
126754,32,32,32
126755,33,33,33
126756,32,32,32
126757,29,29,29
126758,37,37,37
126759,37,37,37
126760,37,37,37
126761,37,37,37
126762,37,37,37
126763,37,37,37
126764,37,37,37
126765,37,37,37
126766,23,23,23
126767,22,22,22
126768,21,21,21
126769,21,21,21
126770,24,24,24
126771,28,28,28
126772,33,33,33
126773,36,36,36
126774,40,40,40
126775,38,38,38
126776,36,36,36
126777,36,36,36
126778,37,37,37
126779,38,38,38
126780,38,38,38
126781,37,37,37
126782,33,33,33
126783,33,33,33
126784,32,32,32
126785,31,31,31
126786,31,31,31
126787,33,33,33
126788,34,34,34
126789,35,35,35
126790,38,38,38
126791,38,38,38
126792,38,38,38
126793,39,39,39
126794,40,40,40
126795,41,41,41
126796,43,43,43
126797,43,43,43
126798,52,52,52
126799,55,55,55
126800,60,60,60
126801,63,63,63
126802,60,60,60
126803,50,50,50
126804,37,37,37
126805,27,27,27
126806,28,28,28
126807,28,28,28
126808,31,31,31
126809,34,34,34
126810,38,38,38
126811,38,38,38
126812,36,36,36
126813,34,34,34
126814,33,33,33
126815,32,32,32
126816,31,31,31
126817,32,32,32
126818,33,33,33
126819,34,34,34
126820,36,36,36
126821,38,38,38
126822,47,47,47
126823,48,48,48
126824,45,45,45
126825,44,44,44
126826,52,52,52
126827,65,65,65
126828,73,73,73
126829,73,73,73
126830,55,55,55
126831,51,51,51
126832,42,42,42
126833,31,31,31
126834,25,25,25
126835,27,27,27
126836,28,28,28
126837,27,27,27
126838,30,30,30
126839,29,29,29
126840,30,30,30
126841,32,32,32
126842,34,34,34
126843,34,34,34
126844,32,32,32
126845,30,30,30
126846,32,32,32
126847,31,31,31
126848,30,30,30
126849,31,31,31
126850,31,31,31
126851,32,32,32
126852,35,35,35
126853,37,37,37
126854,48,48,48
126855,55,55,55
126856,62,62,62
126857,64,64,64
126858,56,56,56
